,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28
292,0,1,1,1,3,0,4,5,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,0,2,1,7,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
293,0,0,0,3,0,5,2,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,3,0,2,5,4,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1
294,0,0,0,3,0,5,2,7,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
295,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0
296,0,1,2,0,4,3,6,6,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
297,0,1,2,0,4,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0
298,0,1,1,1,3,0,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,2,1,2,4,2,5,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
299,0,1,1,1,3,3,1,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,0,4,0,4,7,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0
300,0,1,2,1,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,2,1,3,4,2,5,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
301,0,1,2,1,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,1,2,4,0,0,0,0,2,1,3,4,2,5,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
302,0,1,2,0,1,4,5,3,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1
303,0,1,2,0,4,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0
304,0,0,0,3,0,5,2,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0
305,0,0,0,2,1,1,3,3,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,2,1,3,1,6,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1
306,0,0,0,2,1,1,3,1,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1
307,0,0,0,3,0,5,2,0,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,3,0,2,5,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1
308,0,1,1,1,3,0,1,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,1,0,4,0,4,7,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0
309,0,0,2,0,1,1,3,3,5,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,0,2,1,3,1,6,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0
310,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
311,0,1,1,1,3,0,4,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,0,2,1,7,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0
312,0,0,1,3,0,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0
313,0,0,1,3,0,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1
314,0,1,2,0,4,4,5,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0
315,0,1,1,1,3,0,1,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,1,2,4,2,5,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0
316,0,1,1,1,3,0,4,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,2,1,7,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0
317,0,1,1,1,3,0,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
318,0,0,1,3,0,5,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,1,3,0,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0
319,0,0,0,2,1,1,3,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0
320,0,1,2,0,1,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0
321,0,0,0,3,0,5,2,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0
322,0,1,2,1,3,3,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,2,1,3,4,2,5,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
323,0,1,2,0,1,4,5,3,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,0,2,1,3,1,6,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
324,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1
325,0,0,2,0,1,1,3,3,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,0,2,1,5,3,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
326,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1
327,0,1,2,0,4,4,5,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0
328,0,1,1,1,3,3,1,2,2,1,1,1,1,0,0,0,0,0,1,0,1,4,4,0,0,0,0,2,1,2,4,2,5,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1
329,0,1,2,0,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1
330,0,1,2,0,4,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1
331,0,0,0,2,1,1,3,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
332,0,0,0,3,0,5,2,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0
333,0,1,2,0,1,4,5,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,1,5,3,3,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0
334,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
335,0,0,1,3,0,5,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,0,2,1,2,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0
336,0,1,2,0,4,4,5,6,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1
337,0,1,2,0,4,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1
338,0,1,1,1,3,3,1,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,1,0,4,0,4,7,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1
339,0,0,0,2,2,2,0,4,52,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,0,3,0,2,5,4,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
340,0,0,0,3,2,2,2,7,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,2,1,2,3,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0
341,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,0,2,1,3,1,6,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
342,0,1,2,0,4,4,5,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1
343,0,1,2,0,4,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
344,0,0,0,2,2,2,0,7,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,2,1,2,3,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1
345,0,0,0,2,2,2,0,4,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,0,3,0,2,5,4,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
346,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,2,1,3,1,6,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1
347,0,1,1,1,3,3,1,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,1,0,4,0,4,7,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0
348,0,1,2,0,4,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0
349,0,1,2,0,1,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1
350,0,1,2,0,1,4,5,3,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1
351,0,1,1,3,0,0,4,5,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1
352,0,1,1,1,3,0,1,2,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,1,0,4,0,4,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
353,0,1,2,0,4,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
354,0,1,2,0,4,4,6,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0
355,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,2,1,3,1,6,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1
356,0,1,2,1,4,3,6,6,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,0,4,0,4,6,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0
357,0,1,2,0,4,3,6,6,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0
358,0,1,2,0,4,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0
359,0,1,2,0,4,3,6,6,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,0,4,0,4,6,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0
360,0,0,0,2,2,1,0,1,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
361,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
362,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
363,0,0,0,3,2,2,2,7,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,2,1,2,3,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
364,0,1,1,3,0,0,4,5,16,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,1,0,1,1,3,0,2,1,2,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0
365,0,0,0,2,1,1,3,1,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,1,0,2,1,5,3,3,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0
366,0,1,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,0,4,0,4,6,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
367,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
368,0,0,1,3,0,5,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,0,2,1,2,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0
369,0,0,0,2,2,2,0,4,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,0,3,0,2,5,4,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0
370,0,1,2,0,4,4,5,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1
371,0,1,2,0,4,3,6,6,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
372,0,0,0,2,2,2,0,4,-1,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,2,1,2,3,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1
373,0,1,2,0,1,4,5,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,1,5,3,3,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
374,0,0,0,2,2,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,2,1,5,5,4,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
375,0,1,1,1,3,0,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,2,1,2,3,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1
376,0,0,0,3,2,2,2,7,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,2,1,2,3,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0
377,0,1,1,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0
378,0,1,1,1,3,0,1,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,2,1,2,4,2,5,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0
379,0,1,2,0,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0
380,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,2,1,3,1,6,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
381,0,0,0,2,2,2,0,4,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,0,3,0,2,5,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1
382,0,1,1,3,0,5,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
383,0,1,2,0,1,4,5,3,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,0,2,1,3,1,6,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
384,0,1,1,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1
385,0,0,0,2,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
386,0,1,1,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0
387,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,2,1,3,1,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
388,0,0,0,3,2,2,2,4,9,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,3,0,2,5,4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1
389,0,1,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,1,0,4,0,4,6,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0
390,0,1,2,0,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0
391,0,1,2,0,4,3,6,6,13,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,0,4,0,4,6,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0
