,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41
76,0,0,2,2,2,4,5,4,-1,-1,-1,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,1,0,3,2,2,0,0,0,-1,2,1,1,1,0,1,2,1,2,2,2,1,1,0,2,0,1,2,2,2,2,2,1,0,2,2,0,1,1,1,2,0,2,0,2,2,1,0,2,0,1
77,0,0,2,2,0,0,5,3,-1,-1,-1,2,2,1,1,1,1,0,0,2,1,1,2,6,1,0,1,1,3,2,2,0,0,0,-1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,2,2,1,2,1,2,2,2,0,0,1,2,0,2,0,2,0,1,2,0,2,2,1
78,0,0,0,1,2,4,5,4,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,1,0,2,3,2,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,2,1,1,2,0,2,2,2,0,1,2,0,0,0,1,2,1,2,1,2,2,0,1,2,1,0,0,2,0,2
79,0,0,0,1,3,2,2,6,-1,-1,-1,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,1,0,2,3,5,5,7,0,-1,2,1,1,1,1,1,1,2,2,0,0,1,0,0,0,2,1,0,2,0,0,1,2,1,0,0,0,2,0,1,2,1,0,0,2,0,1,2,0,2,2
80,0,0,0,1,3,2,2,6,-1,9,11,4,2,1,1,1,1,0,0,0,2,4,5,4,2,0,1,0,2,3,5,5,7,0,-1,2,1,1,2,2,1,0,2,2,1,2,1,2,1,0,0,2,0,0,2,2,1,1,2,1,2,2,1,0,2,0,1,1,1,2,0,1,1,0,2,2
81,0,0,0,1,3,2,2,6,-1,9,11,4,2,1,1,1,1,0,0,0,2,4,5,4,2,0,1,0,2,3,5,5,7,0,-1,1,2,0,0,2,1,0,1,2,2,2,2,0,0,0,1,2,1,1,0,2,2,1,0,0,1,0,1,2,0,2,1,0,1,0,2,0,1,2,1,1
82,0,0,0,1,3,2,2,6,-1,-1,10,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,1,0,2,3,2,0,0,0,2,0,1,1,2,2,2,0,0,1,2,1,0,2,0,0,0,2,2,0,0,2,1,1,0,1,0,1,0,2,0,2,0,0,1,2,0,1,2,0,2,0
83,0,0,0,1,2,4,1,1,-1,-1,-1,-1,2,1,1,1,1,0,0,0,2,3,4,6,1,0,1,0,2,3,2,0,0,0,-1,2,1,0,0,0,2,0,1,2,1,0,2,1,1,1,2,0,2,0,2,0,1,0,1,0,1,0,0,2,0,1,2,0,1,0,1,0,2,0,1,2
84,0,0,0,1,2,4,5,4,-1,-1,9,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,1,0,2,3,2,0,0,0,-1,2,1,2,2,2,1,2,0,2,2,2,2,1,2,2,2,2,0,2,0,1,2,1,2,1,2,0,0,1,2,1,1,0,2,0,0,2,2,2,0,1
85,0,0,2,2,2,0,5,4,-1,-1,-1,-1,2,1,1,1,1,0,0,0,1,1,4,6,1,0,1,0,3,2,2,0,0,0,-1,2,1,2,0,0,1,2,0,1,2,2,2,0,0,0,0,2,0,2,0,2,1,2,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,1,1
86,0,0,2,2,2,0,5,4,-1,-1,6,2,2,1,1,1,1,0,0,2,1,1,4,6,1,0,1,1,3,2,2,0,0,0,-1,0,2,0,0,0,0,2,2,2,0,2,2,2,2,1,1,0,2,0,0,0,2,0,0,0,1,1,2,2,0,2,0,0,1,1,1,1,2,0,2,2
87,0,0,0,1,3,2,2,1,-1,-1,-1,6,4,3,1,1,1,0,0,0,2,3,4,4,2,0,1,0,2,3,5,0,0,0,-1,0,0,0,0,0,2,1,2,1,0,0,0,1,1,0,1,2,0,1,1,1,2,1,2,2,1,2,0,0,1,2,2,0,0,1,1,1,1,1,1,2
88,0,0,0,1,2,4,5,4,-1,10,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,1,0,2,3,2,0,0,0,2,1,2,2,1,2,0,2,0,2,0,2,1,1,0,0,2,1,2,2,1,0,1,2,2,1,0,1,0,1,0,1,2,1,0,0,0,1,1,0,1,0
89,0,0,0,1,3,2,2,6,-1,-1,11,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,1,0,2,3,5,5,7,0,-1,1,2,0,2,0,1,1,2,2,0,0,2,2,0,0,1,0,0,2,2,2,2,1,1,2,0,2,0,1,1,0,2,1,0,1,1,1,0,0,0,1
90,0,0,0,1,3,2,2,6,-1,-1,-1,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,1,0,2,3,5,0,0,0,2,1,0,0,1,2,1,0,0,1,2,0,0,1,2,2,0,0,2,1,2,1,0,2,0,1,2,2,2,0,0,2,2,1,2,0,0,1,0,2,2,2
91,0,0,0,1,2,4,5,4,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,1,0,2,3,2,0,0,0,3,0,1,0,1,1,2,0,1,0,2,0,0,0,1,2,1,0,0,1,1,2,1,2,2,2,0,0,2,0,1,2,2,0,0,0,0,0,2,0,2,2
92,0,0,0,1,3,2,2,6,-1,-1,10,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,1,0,2,3,5,0,0,0,-1,0,2,2,1,2,2,1,2,1,1,1,1,0,0,2,1,2,2,0,0,1,2,0,0,1,0,0,1,0,0,1,1,2,1,2,0,0,2,0,0,0
93,0,0,0,1,3,2,2,6,-1,-1,8,5,3,2,1,1,1,0,0,0,2,4,5,4,2,0,1,0,2,3,5,5,7,0,-1,1,0,2,0,1,1,0,2,0,1,1,0,0,0,2,2,1,1,0,0,2,1,1,0,0,2,2,2,2,0,0,0,2,0,0,2,2,1,0,1,2
94,0,0,0,1,3,2,2,6,-1,-1,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,1,0,2,3,2,0,0,0,2,1,2,0,2,1,0,2,0,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,1,2,0,1,2,0,0,1,1,0,2,1
95,0,0,0,1,2,4,5,4,-1,10,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,1,0,2,3,2,0,0,0,2,2,0,0,2,2,1,2,0,0,0,0,1,2,0,2,2,2,2,2,0,0,2,2,2,2,0,2,0,1,2,2,1,2,2,1,0,1,0,2,2,2
96,0,0,0,1,2,4,5,4,-1,-1,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,1,0,2,3,2,0,0,0,2,0,0,1,0,0,0,1,1,0,2,2,1,0,2,0,0,0,0,1,0,2,1,1,1,2,2,2,2,2,2,2,0,2,1,1,2,2,0,1,2,0
97,0,0,0,1,2,4,5,4,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,1,0,2,3,2,0,0,0,3,1,1,1,2,1,0,2,2,2,1,1,2,2,2,2,2,2,0,0,2,2,1,1,0,2,0,1,0,1,2,2,0,1,1,1,2,2,2,2,0,0
98,0,0,0,1,3,2,2,6,-1,-1,-1,5,3,2,1,1,1,0,0,0,2,4,5,4,2,0,1,0,2,3,5,5,7,0,-1,2,1,1,2,2,2,1,2,0,1,2,0,1,0,2,2,2,2,1,2,0,0,0,1,1,1,2,0,1,2,1,1,0,1,0,1,2,0,1,0,2
99,0,0,0,1,2,4,2,4,-1,-1,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,1,0,2,3,2,0,0,0,2,2,1,0,0,0,2,0,0,0,1,0,2,1,0,1,1,0,2,1,1,1,1,2,2,2,1,1,1,2,0,0,1,0,1,2,0,1,0,0,1,1
100,0,0,2,2,0,0,4,3,-1,-1,-1,7,5,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,-1,0,0,0,0,1,2,1,0,2,2,2,1,0,2,0,1,2,1,1,1,1,2,0,0,1,1,1,1,2,2,2,2,0,2,2,1,1,0,0,1,0
101,0,0,0,1,2,4,1,1,0,11,12,8,2,1,1,1,1,0,0,0,2,3,4,6,1,0,1,0,2,3,2,0,0,0,-1,1,0,1,0,0,2,2,1,1,1,1,0,1,1,1,1,2,2,0,2,0,1,0,0,0,2,2,2,1,2,2,1,1,1,0,1,0,0,2,2,1
102,0,0,2,2,0,3,4,2,-1,-1,-1,-1,2,1,1,1,1,0,0,2,0,2,2,2,5,0,1,1,3,2,3,3,5,0,-1,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,2,1,0,0,2,1,0,0,1,0,2,2,1,0,2,2,2,2,1,1,1,0,1,0,1,0
103,0,0,2,2,2,4,1,3,-1,-1,-1,2,2,1,1,1,1,0,0,2,1,1,2,2,1,0,1,0,3,2,2,0,0,0,-1,0,2,0,2,1,2,0,0,2,1,2,0,0,1,0,0,1,2,1,1,1,0,2,0,0,1,2,0,2,1,2,0,1,1,2,2,1,2,1,0,0
104,0,0,2,2,0,0,4,3,-1,-1,-1,-1,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,-1,0,1,1,0,0,2,0,0,0,1,0,2,1,1,0,2,1,2,1,2,1,0,0,0,0,2,2,1,2,1,2,1,2,0,1,1,0,1,0,1,1
105,0,0,2,2,0,3,4,2,-1,-1,-1,-1,6,1,1,1,1,0,0,2,0,2,3,5,4,0,1,1,3,2,3,2,4,0,-1,0,1,1,2,2,1,1,1,0,1,2,1,1,0,2,0,2,1,2,1,2,0,0,2,0,0,2,2,1,1,1,0,2,1,0,0,1,2,1,0,1
106,0,0,0,1,3,2,2,6,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,2,4,5,4,2,0,1,0,2,3,5,5,7,0,-1,2,2,0,2,0,2,1,0,1,0,2,2,1,0,1,2,0,2,1,2,0,1,2,1,0,1,0,1,0,2,1,0,2,2,0,0,0,1,0,1,1
107,0,0,2,2,0,3,4,2,-1,-1,-1,9,7,1,1,1,1,0,0,2,0,2,3,5,4,0,1,1,3,2,3,2,4,0,-1,0,1,0,1,1,0,1,2,2,2,1,1,2,0,2,1,1,0,0,0,2,0,0,0,1,2,2,2,0,2,0,0,0,0,0,2,1,0,1,2,1
108,0,0,2,1,2,4,1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,2,1,3,2,2,1,0,1,0,3,2,2,0,0,0,-1,1,2,0,1,0,2,2,1,0,1,1,0,0,2,2,2,2,2,0,0,2,1,2,0,0,1,2,1,1,0,2,0,2,2,1,2,0,1,1,0,2
109,0,0,2,2,0,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,3,5,4,0,1,1,3,2,3,3,5,0,-1,0,0,2,0,0,1,0,1,2,0,2,2,2,1,1,1,0,0,0,2,2,1,1,1,0,2,2,1,1,2,2,2,1,1,2,2,1,0,1,0,2
110,0,0,2,2,0,0,4,3,-1,-1,-1,-1,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,2,3,5,0,-1,1,2,0,2,2,2,0,2,1,0,0,0,2,0,0,0,2,1,1,2,1,1,1,0,0,0,2,2,1,0,0,2,1,2,2,0,1,0,0,1,1
111,0,0,2,1,2,4,1,1,-1,-1,13,10,2,1,1,1,1,0,0,2,1,3,2,2,1,0,1,0,3,2,2,0,0,0,-1,0,1,0,1,1,0,2,2,0,2,0,0,2,2,0,2,0,2,0,1,1,0,2,1,2,0,1,1,0,0,0,2,1,2,2,2,2,1,0,0,1
112,0,0,2,2,0,0,4,3,-1,-1,14,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,-1,0,0,0,0,0,0,2,2,2,0,1,0,1,0,2,0,2,2,1,2,1,0,1,0,1,1,0,0,2,2,1,0,2,2,1,2,1,0,2,2,2
113,0,0,0,1,2,4,1,1,-1,-1,-1,-1,2,1,1,1,1,0,0,0,2,3,4,6,1,0,1,0,2,3,2,0,0,0,-1,2,2,0,2,2,2,2,0,2,2,2,0,2,2,0,1,2,0,1,0,2,0,1,1,0,0,0,0,1,2,2,0,1,1,2,0,2,1,1,1,1
114,0,0,0,1,2,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,3,2,2,1,0,1,0,3,2,2,0,0,0,-1,0,0,0,0,0,2,0,2,1,1,1,0,0,1,0,1,2,2,0,2,1,0,2,1,2,1,1,2,1,2,0,2,1,1,0,0,2,2,2,1,0
115,0,0,2,2,0,0,4,3,-1,-1,-1,-1,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,-1,1,2,0,1,1,0,2,1,0,2,0,0,0,0,2,1,1,1,2,2,1,2,1,1,2,1,0,0,1,1,2,1,2,2,1,2,1,1,1,2,1
116,0,0,2,2,0,0,5,3,-1,-1,15,2,2,1,1,1,1,0,0,2,1,1,2,2,5,0,1,1,3,2,2,0,0,0,-1,2,0,0,2,2,2,0,1,0,1,0,2,2,1,2,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,2,0,1,0,1,2,1,0,2,1,1
117,0,0,2,2,0,3,4,2,-1,-1,-1,12,8,4,2,2,2,0,0,2,0,2,3,5,4,0,1,1,1,1,1,1,1,0,-1,0,2,0,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,0,1,0,1,0,0,0,2,1,0,1,1,0,2,1,1,2,1,0,1,1,2
118,0,0,2,2,0,3,4,2,-1,-1,-1,-1,-1,-1,1,1,1,0,0,2,0,2,3,5,4,0,1,1,3,2,3,2,4,0,-1,1,1,2,0,0,0,2,0,1,2,1,1,1,0,1,2,2,1,1,1,1,1,0,2,0,0,0,2,2,1,2,2,2,1,2,1,1,2,1,1,2
119,0,0,0,1,3,2,2,1,-1,-1,-1,6,4,3,1,1,1,0,0,0,2,3,4,4,2,0,1,0,2,3,5,0,0,0,-1,1,0,2,0,0,0,2,0,1,0,1,0,0,2,2,1,0,2,1,2,1,1,0,2,0,1,2,2,2,0,2,0,2,1,2,0,2,0,0,0,2
120,0,0,2,2,0,0,4,3,-1,12,16,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,4,0,0,1,0,1,1,0,1,0,2,0,2,1,0,0,0,1,2,0,1,2,2,2,1,1,0,2,1,0,2,0,1,2,2,2,1,0,2,0,0,1
121,0,0,0,1,2,4,1,1,-1,-1,-1,8,2,1,1,1,1,0,0,0,2,3,4,6,1,0,1,0,2,3,2,0,0,0,-1,2,2,1,0,0,0,1,1,2,1,2,2,0,2,1,1,1,1,2,1,1,0,1,2,0,2,0,1,1,0,0,2,0,0,2,1,1,1,1,0,0
122,0,0,2,2,0,3,4,2,-1,-1,-1,-1,6,1,1,1,1,0,0,2,0,2,3,5,4,0,1,1,3,2,3,2,4,0,-1,0,2,2,2,2,1,1,1,0,0,1,0,0,2,0,1,1,0,1,1,1,2,0,2,2,1,0,1,1,1,0,2,0,2,2,0,1,2,0,1,1
123,0,0,0,1,2,4,1,1,-1,-1,13,10,2,1,1,1,1,0,0,0,1,3,4,6,1,0,1,0,3,2,2,0,0,0,-1,0,1,0,1,0,1,2,1,2,1,1,0,1,2,0,0,1,0,2,0,0,2,0,1,0,2,0,2,1,2,1,1,0,2,2,0,1,2,1,2,1
124,0,0,2,2,0,0,4,3,-1,-1,-1,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,4,0,1,1,2,1,0,2,0,2,1,2,2,0,2,0,2,1,1,1,1,2,1,2,0,0,1,1,0,1,1,2,0,0,1,2,0,2,0,2,2,1
125,0,0,2,2,0,3,4,2,-1,-1,-1,-1,-1,1,1,1,1,0,0,2,0,2,2,2,5,0,1,1,3,2,3,3,5,0,-1,0,1,2,2,0,2,1,0,1,0,0,0,0,2,1,1,2,2,1,2,1,2,1,2,1,1,1,2,0,1,2,2,1,0,0,0,2,1,1,2,2
126,0,0,0,1,2,4,1,1,-1,-1,13,10,2,1,1,1,1,0,0,0,1,1,4,6,1,0,1,0,3,2,2,0,0,0,-1,1,2,2,0,0,0,1,0,2,1,1,2,0,0,0,0,1,0,1,1,1,2,2,1,2,1,2,0,1,1,2,1,0,2,1,2,0,1,0,1,2
127,0,0,2,1,2,4,5,4,-1,13,17,13,2,1,1,1,1,0,0,0,1,1,4,6,1,0,1,0,3,2,2,0,0,0,-1,2,1,0,0,2,0,1,0,2,2,0,1,0,2,1,0,1,1,2,1,1,2,2,2,2,1,0,2,1,1,2,2,0,1,0,1,0,2,0,2,0
128,0,0,2,2,2,0,1,3,-1,14,18,10,2,1,1,1,1,0,0,2,1,3,2,2,5,0,1,1,3,2,2,0,0,0,-1,0,2,2,1,0,1,2,0,0,0,1,0,1,1,0,2,0,1,1,1,1,2,0,1,1,0,0,0,2,1,2,1,0,0,2,1,0,2,2,2,2
129,0,0,2,2,0,3,4,2,-1,-1,-1,-1,7,1,1,1,1,0,0,2,0,2,3,5,5,0,1,1,3,2,3,0,0,0,-1,1,0,1,0,2,0,0,2,1,2,0,2,1,2,1,0,2,2,0,2,1,0,0,0,1,2,1,1,1,2,1,2,2,0,1,2,0,1,1,1,2
130,0,0,2,2,0,3,4,2,-1,-1,-1,9,7,1,1,1,1,0,0,2,0,2,3,5,4,0,1,1,3,2,3,2,4,0,-1,0,1,2,2,2,0,1,0,0,2,0,0,1,2,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,0,1,2,2,0
131,0,0,2,2,0,3,4,2,-1,-1,-1,12,8,4,2,2,2,0,0,2,0,2,3,5,4,0,1,1,1,1,1,1,1,0,-1,2,0,0,1,1,2,0,1,1,1,2,1,1,2,0,2,0,2,2,2,2,1,1,1,2,1,0,0,1,2,1,1,1,2,1,1,0,2,0,1,0
132,0,0,2,2,0,0,1,3,-1,14,18,10,2,1,1,1,1,0,0,2,1,3,2,2,5,0,1,1,3,2,2,0,0,0,-1,1,0,1,2,2,0,0,0,0,1,2,0,2,2,2,2,2,1,2,1,2,0,2,1,0,1,2,1,0,0,2,0,1,2,0,2,2,1,0,2,0
133,0,0,0,1,2,4,5,4,-1,-1,-1,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,1,0,3,2,2,0,0,0,-1,2,2,1,2,2,1,2,0,1,0,2,1,2,0,1,1,0,1,2,2,2,2,2,1,1,0,0,0,2,2,0,1,0,2,2,2,1,1,2,1,0
134,0,0,0,1,2,4,1,1,-1,-1,-1,-1,2,1,1,1,1,0,0,0,2,3,4,6,1,0,1,0,2,3,2,0,0,0,-1,0,1,0,0,2,0,1,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,2,1,1,0,2,0,2,1,0,0,1,1,0,2,0,1,1,0,1
135,0,0,2,2,0,3,4,2,-1,-1,-1,-1,6,1,1,1,1,0,0,2,0,2,3,5,4,0,1,1,3,2,3,2,4,0,-1,0,2,0,0,2,0,1,2,1,0,0,0,0,1,0,1,0,1,2,1,0,1,2,1,0,2,0,0,1,0,0,1,1,1,2,1,1,2,2,1,1
136,0,0,2,2,0,0,4,3,-1,-1,19,7,5,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,-1,2,2,0,2,1,1,1,1,2,1,2,1,1,2,1,0,1,2,0,0,1,2,2,2,2,2,1,0,1,0,1,2,2,0,0,2,2,2,1,1,0
137,0,0,2,2,0,0,5,3,-1,-1,15,2,2,1,1,1,1,0,0,2,1,1,2,2,5,0,1,1,3,2,2,0,0,0,-1,2,2,0,1,0,2,0,1,2,1,0,2,0,1,0,2,0,2,1,0,1,2,0,0,2,2,0,2,0,2,2,0,2,2,0,0,1,0,1,2,2
138,0,0,0,1,2,4,5,4,-1,13,17,13,2,1,1,1,1,0,0,0,1,1,4,6,1,0,1,0,3,2,2,0,0,0,-1,2,0,0,2,0,1,0,0,1,0,1,0,0,2,1,2,1,2,2,1,1,2,1,2,0,1,2,1,2,1,0,1,0,2,0,1,0,2,1,0,1
139,0,0,2,2,0,0,4,3,-1,-1,14,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,-1,0,0,1,2,0,0,1,2,2,0,1,2,2,1,1,2,1,2,1,0,0,0,1,2,2,2,2,1,0,2,0,0,0,0,0,2,1,1,1,0,0
140,0,0,2,2,0,0,4,3,-1,-1,-1,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,4,1,1,0,1,1,0,2,2,1,0,1,0,1,0,0,2,2,0,1,2,0,1,2,0,0,1,1,1,0,0,2,2,2,1,2,2,0,0,0,1,1
141,0,0,2,2,0,0,4,3,-1,-1,-1,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,4,2,2,0,2,0,2,0,1,2,2,0,0,2,0,0,2,2,2,0,2,1,2,1,0,2,0,0,1,1,1,2,2,1,0,0,1,1,2,1,0,2
142,0,0,0,1,2,4,1,1,0,11,12,8,2,1,1,1,1,0,0,0,2,3,4,6,1,0,1,0,2,3,2,0,0,0,-1,2,2,0,2,0,2,1,2,1,2,1,1,2,1,0,1,1,1,2,1,1,2,0,1,0,2,0,2,2,2,1,1,0,1,0,0,0,2,1,2,2
143,0,0,2,2,0,0,4,3,-1,12,16,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,4,2,1,0,2,0,2,1,2,0,2,2,0,1,2,1,0,2,2,2,0,1,1,2,0,1,2,1,0,1,2,0,1,0,0,1,1,2,1,2,0,0
144,0,0,2,2,0,0,4,3,-1,-1,-1,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,4,2,2,2,1,2,0,1,0,0,0,2,1,2,1,1,2,2,2,2,2,0,2,0,2,2,2,1,2,0,2,2,2,0,1,2,1,0,1,2,0,2
145,0,0,2,2,0,0,4,3,-1,-1,-1,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,-1,0,1,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,0,1,1,2,0,2,2,1,1,0,2,2,0,2,2,2,1,0,1,2,1,0,1,1
146,0,0,0,1,2,4,1,1,-1,-1,-1,-1,2,1,1,1,1,0,0,0,1,3,4,6,1,0,1,0,2,3,2,0,0,0,-1,2,1,0,0,0,2,0,2,0,2,2,0,2,1,0,2,0,1,0,1,1,0,2,2,1,0,2,1,1,1,2,2,0,2,0,1,1,1,1,1,2
147,0,0,2,2,0,0,5,3,-1,-1,-1,2,2,1,1,1,1,0,0,2,1,1,2,2,5,0,1,1,3,2,2,0,0,0,-1,1,0,1,0,0,1,0,1,1,2,0,2,2,0,1,2,2,2,1,2,0,0,1,0,1,2,1,0,2,2,1,0,0,1,0,2,2,1,0,1,2
148,0,0,2,2,0,0,4,3,-1,-1,19,7,5,1,1,1,1,0,0,2,1,2,2,2,5,0,1,1,3,2,3,3,5,0,-1,1,1,2,1,0,0,1,2,2,2,1,1,0,0,0,1,2,1,1,0,0,1,2,1,0,0,0,1,0,0,0,1,2,2,2,1,2,1,1,1,2
149,0,0,0,1,2,4,5,4,-1,-1,17,13,2,1,1,1,1,0,0,0,1,1,4,6,1,0,1,0,3,2,2,0,0,0,-1,2,0,2,0,2,1,0,0,0,2,2,0,2,0,0,0,0,1,2,1,0,1,0,1,2,2,0,2,0,1,1,1,2,0,2,1,0,2,2,2,0
