,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53
135,0,1,1,1,3,5,2,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,1,1,5,3,7,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
136,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1
137,0,0,2,0,2,3,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1
138,0,1,1,1,4,4,5,5,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,0,3,1,0,5,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
139,0,1,0,3,1,0,1,2,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0
140,0,0,2,2,0,1,3,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
141,0,0,2,0,2,3,6,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,2,4,4,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1
142,0,0,2,0,2,2,6,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
143,0,0,2,0,2,3,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
144,0,0,2,2,0,1,3,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
145,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,4,4,6,6,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0
146,0,0,0,0,3,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,2,0,0,2,3,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
147,0,1,1,1,4,4,5,5,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0
148,0,0,2,2,0,1,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0
149,0,0,2,2,0,1,0,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,4,4,6,6,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1
150,0,1,1,1,4,5,2,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,5,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1
151,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
152,0,0,2,2,0,1,3,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0
153,0,0,2,2,0,1,0,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,4,4,6,6,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
154,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0
155,0,1,1,1,4,4,5,5,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,0,3,1,0,5,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1
156,0,0,2,2,3,5,2,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,5,3,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1
157,0,0,2,0,2,3,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
158,0,0,2,2,0,1,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
159,0,1,1,1,4,4,5,5,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,0,3,1,0,5,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
160,0,1,1,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
161,0,1,1,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
162,0,1,1,1,4,5,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0
163,0,0,2,2,0,1,0,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,4,4,6,6,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
164,0,0,2,0,2,3,6,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,2,4,4,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1
165,0,1,0,3,3,2,4,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,2,0,0,2,3,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1
166,0,1,0,3,3,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,2,0,0,2,3,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0
167,0,0,0,0,3,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,2,0,0,2,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
168,0,1,0,3,1,0,1,5,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,0,3,3,4,5,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0
169,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,5,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1
170,0,0,2,0,2,3,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1
171,0,1,1,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1
172,0,1,0,3,1,0,1,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1
173,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1
174,0,1,1,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
175,0,1,0,3,3,2,4,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,2,0,0,2,3,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
176,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,4,4,6,6,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0
177,0,0,2,0,2,3,6,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,2,4,4,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
178,0,0,2,0,2,3,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
179,0,0,2,0,2,3,6,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,2,4,4,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
180,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
181,0,0,0,0,3,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,2,0,0,2,3,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
182,0,1,0,3,3,2,4,4,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,2,0,0,2,3,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1
183,0,1,1,1,3,5,2,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,5,3,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0
184,0,1,0,3,3,2,4,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,2,0,0,2,3,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1
185,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,4,4,6,6,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0
186,0,1,0,3,1,0,1,5,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,0,3,3,4,5,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1
187,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
188,0,1,1,1,4,4,5,5,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,0,3,1,0,5,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,0,1,1,1,4,5,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0
190,0,1,1,1,3,5,2,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,5,3,7,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1
191,0,1,0,3,1,0,1,5,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,0,3,3,4,5,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
192,0,1,1,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
193,0,1,0,3,1,0,1,2,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1
194,0,1,0,3,1,0,1,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0
195,0,0,2,0,2,3,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
196,0,0,2,2,0,1,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1
197,0,0,2,0,2,3,6,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,2,4,4,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
198,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1
199,0,1,0,3,1,0,1,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
200,0,0,2,2,0,1,3,3,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,4,4,6,6,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
201,0,1,0,3,1,0,1,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1
202,0,0,2,2,0,1,3,3,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0
203,0,0,2,0,2,3,6,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,2,4,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
204,0,0,2,2,3,5,2,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,5,3,7,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1
205,0,1,1,1,3,5,2,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,5,3,7,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
