,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53,random_model_n54,random_model_n55,random_model_n56,random_model_n57,random_model_n58,random_model_n59,random_model_n60,random_model_n61
58,0,0,1,2,4,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,5,1,2,0,0,2,2,2,0,2,0,1,0,2,2,0,0,1,0,2,0,2,0,1,2,1,1,0,1,0,2,0,1,2,2,0,2,1,0,0,0,0,0,2,0,2,2,1,2,1,2,2,2,2,1,2,2,1,0,2,2,1,2,1
59,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,3,0,0,0,1,2,0,0,1,1,0,1,1,1,2,1,0,0,0,0,1,2,2,1,0,0,1,0,2,0,0,1,2,0,1,2,1,1,1,0,2,2,2,1,0,2,1,1,0,0,1,0,2,0,0,0,2,2,1,1,2,0,2,0,0
60,0,0,1,2,0,4,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,0,0,1,1,3,0,1,1,-1,0,1,0,2,1,1,0,1,1,2,0,0,0,1,0,2,2,2,2,1,0,2,0,2,1,2,1,1,1,1,2,2,2,0,2,0,0,1,0,2,0,1,0,2,0,0,1,2,1,2,2,2,2,0,0,2,1,1,2,1,1
61,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,6,4,0,0,2,0,1,0,1,0,2,1,1,2,2,2,2,1,0,0,2,0,2,1,0,0,0,1,1,2,2,1,1,0,2,2,0,1,0,0,1,2,0,1,2,0,2,1,1,2,2,0,1,2,1,1,0,0,1,2,0,2,0,0,0
62,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,6,4,0,0,0,2,2,1,0,0,0,0,1,2,0,1,2,1,1,0,0,1,2,0,2,1,2,1,2,1,0,0,2,0,2,1,1,1,0,0,2,2,2,0,0,0,2,1,2,2,1,2,2,2,1,2,2,1,0,0,2,1,0,2,1
63,0,1,2,3,2,5,4,2,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,1,2,3,2,2,1,3,2,-1,1,1,2,0,1,0,2,0,0,1,1,0,1,0,2,1,0,1,2,0,0,1,0,1,2,2,0,0,0,0,2,2,1,1,2,0,1,1,1,2,1,0,2,1,1,2,1,2,0,2,0,2,2,0,1,2,2,0,2,2,1
64,0,0,1,2,0,4,1,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,0,0,1,1,3,0,1,1,-1,2,1,2,2,2,2,1,1,1,0,2,2,0,2,0,2,1,2,0,1,1,2,1,1,2,2,1,2,1,2,0,2,2,2,2,0,0,1,2,2,0,1,2,0,0,2,0,1,2,2,2,0,1,1,2,1,0,0,0,1,1
65,0,0,1,2,4,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,5,1,2,1,2,1,2,1,0,0,0,0,1,1,0,2,2,2,0,0,0,0,1,0,1,2,2,1,0,2,2,1,0,0,0,0,2,2,2,0,0,2,1,0,1,0,1,1,0,1,1,1,2,1,0,2,0,1,2,0,1,0,1,0
66,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,3,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,2,1,0,1,2,2,0,2,1,0,2,0,0,1,0,1,0,1,2,1,2,0,0,2,2,0,0,1,2,2,1,2,2,2,0,0,1,0,1,1,0,0,1,1,2,1,2,1
67,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,4,7,0,0,2,1,1,0,0,2,1,2,0,1,2,2,1,1,1,0,1,1,1,2,0,1,1,1,1,1,2,2,0,0,0,1,0,2,1,2,1,0,0,2,2,1,0,2,2,2,0,1,0,2,0,0,2,2,2,1,2,1,2,0,1
68,0,1,2,1,3,3,2,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,2,1,4,1,2,2,2,1,1,2,1,0,1,1,2,0,1,2,0,1,1,0,2,2,2,2,0,1,1,2,0,1,0,2,0,0,1,1,0,1,1,1,0,1,1,1,2,1,2,1,2,1,1,0,0,1,0,2,0,1,1,2,2,2,2,2,0,2,2
69,0,1,2,1,3,0,2,3,14,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,4,1,2,2,2,1,0,1,0,2,0,0,2,0,1,1,1,0,1,2,0,2,0,0,1,2,1,2,2,2,2,1,2,0,2,1,1,2,1,0,1,0,1,0,1,2,1,2,1,0,0,1,0,2,1,0,2,0,0,0,2,2,1,0,2,2,2
70,0,1,1,1,3,3,5,4,8,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,0,0,1,4,1,2,2,2,-1,2,0,0,1,1,1,0,0,0,0,1,2,2,2,1,2,0,1,1,2,1,1,1,1,2,1,2,1,2,2,1,2,1,0,2,2,1,1,1,1,2,2,0,2,2,0,2,1,0,0,1,1,0,0,1,1,2,1,2,1,1
71,0,0,1,2,0,4,1,7,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,1,1,3,0,1,1,-1,2,2,0,2,2,1,0,1,1,0,1,1,1,0,2,1,1,0,0,1,2,0,2,2,2,2,2,1,1,1,2,0,1,2,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,1,1,2,2,1,1,2,1,1,1
72,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,4,7,0,0,2,0,2,1,0,2,0,2,1,0,1,1,0,2,0,1,0,2,1,2,1,0,1,1,2,1,0,0,1,0,0,1,1,2,2,0,0,2,0,1,1,0,2,2,0,1,1,0,2,1,0,1,1,0,1,0,1,2,0,0,1
73,0,0,1,2,0,4,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,1,1,3,0,6,1,2,2,1,0,1,0,1,1,1,2,1,2,0,2,2,2,2,2,2,1,1,0,2,2,2,2,0,0,0,1,0,2,2,2,2,2,0,1,2,0,0,0,2,1,0,0,0,1,2,0,1,2,0,1,0,2,0,2,2,2,2,2
74,0,1,0,0,1,2,3,0,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,3,0,0,-1,0,0,2,1,1,2,2,1,2,0,1,0,0,2,0,1,1,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,2,2,1,1,0,1,2,1,0,2,1,1,0,2,2,0,0,2,1,2,0,0,2,0,1,0,2,0,1
75,0,1,2,3,2,5,4,5,-1,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,1,2,3,2,2,1,3,2,-1,0,2,0,0,0,1,2,1,0,1,0,0,1,2,0,0,0,0,1,0,0,1,2,0,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,2,1,0,2,2,0,1,0,0,0,1,2,0,0,1,1,1,1,0
76,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,3,0,0,0,1,1,0,0,1,1,2,1,2,1,2,2,1,0,2,0,2,1,1,2,2,2,0,2,0,0,1,2,2,0,1,2,2,1,2,0,0,1,2,0,0,0,0,0,1,2,2,0,0,0,0,1,0,2,0,2,0,1,1,2,1
77,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,4,7,0,-1,2,1,2,1,0,2,0,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,0,0,2,0,1,2,2,2,2,0,2,0,0,2,1,2,2,2,1,2,1,2,0,0,2,2,0,1,2,1,2,0,0,0,2
78,0,1,2,1,3,0,2,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,4,1,2,2,2,1,0,1,2,0,0,2,0,1,0,1,0,2,2,1,0,0,1,0,2,2,0,1,0,1,0,0,0,2,0,0,2,2,1,2,2,2,1,0,0,2,2,2,2,2,0,0,0,2,2,0,0,2,2,1,2,0,0,0,1,1,2
79,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,3,0,0,0,2,0,1,2,0,2,0,2,0,2,0,0,0,1,2,2,2,1,0,1,2,0,0,0,2,1,2,2,0,0,0,2,0,0,0,0,1,2,0,2,2,0,0,0,2,2,2,2,0,1,1,1,1,1,2,0,1,2,2,1,2
80,0,0,1,2,4,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,5,1,2,2,0,0,1,0,1,0,2,0,2,2,2,1,1,0,0,1,2,0,2,0,2,1,2,1,2,2,2,1,0,0,1,2,0,2,1,1,0,1,2,2,0,2,2,2,2,0,2,2,2,0,2,0,0,0,0,2,1,1,1,0
81,0,0,2,1,2,0,0,6,17,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,2,3,2,2,1,3,2,1,1,0,0,2,2,2,2,1,2,1,2,2,2,0,0,0,0,0,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,0,0,1,1,0,0,1,0,0,1,0,2,1,2,0,2,1,2,1,1,1,0,2,2,0,1,0,0
82,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,4,7,0,0,0,0,2,2,1,2,2,1,1,0,0,2,0,1,0,1,0,2,0,1,1,1,2,1,0,1,1,0,1,1,0,2,1,1,1,0,2,0,2,1,2,2,0,0,2,2,2,2,2,0,1,0,2,0,1,1,0,0,2,1,0
83,0,1,0,0,1,2,2,3,-1,7,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,1,2,1,4,1,2,2,0,-1,0,0,0,2,0,1,0,1,2,1,1,2,2,0,2,1,1,2,2,0,0,2,2,2,1,1,0,1,1,0,2,1,1,0,2,1,0,1,1,0,1,1,2,1,0,2,1,0,0,1,0,1,1,2,1,1,1,0,1,1,2
84,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,4,7,0,0,2,2,2,1,1,0,1,0,2,1,0,2,0,1,0,2,2,0,1,1,0,0,2,1,2,1,1,1,2,2,2,1,2,2,0,1,1,0,1,0,2,0,0,2,2,1,2,2,0,2,1,2,0,0,0,2,0,1,0,0,1
85,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,3,0,0,0,0,1,1,2,1,0,2,0,2,0,2,1,1,2,2,2,2,1,1,2,2,2,0,1,2,0,1,2,0,2,2,1,1,2,0,2,1,1,2,1,1,1,0,1,0,2,1,1,2,1,1,1,2,1,2,2,2,2,0,0,2
86,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,3,0,0,0,0,1,0,2,1,1,0,2,1,2,2,0,0,0,0,1,0,2,2,2,1,1,2,2,2,2,1,0,0,1,0,0,1,0,2,1,1,1,0,2,2,2,2,1,2,2,0,0,2,1,1,2,0,2,0,2,0,1,2,1,1
87,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,6,4,0,0,1,1,2,1,2,0,0,1,1,2,0,1,0,2,1,1,2,1,0,2,1,0,2,0,2,2,0,0,1,2,1,2,0,0,1,0,2,0,0,0,1,2,1,2,1,0,1,2,2,2,0,0,0,1,2,0,2,1,2,1,1
88,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,3,0,0,0,0,0,0,0,1,1,2,2,1,0,2,2,0,1,2,2,0,1,0,2,1,1,1,2,1,1,0,0,0,2,1,1,0,1,0,2,0,2,2,2,0,2,0,2,2,0,1,2,2,1,2,1,0,0,1,0,1,2,1,1,0
89,0,0,1,1,3,3,5,4,-1,1,0,0,0,0,0,0,0,0,0,2,1,3,5,3,6,0,0,0,1,4,1,2,2,2,1,1,1,1,2,1,0,0,1,1,1,0,0,2,2,1,0,1,1,1,0,2,1,1,2,1,0,0,0,0,0,0,2,2,2,1,2,0,1,0,2,0,2,2,0,1,2,0,1,2,1,1,2,1,2,0,0,2,1,1,0,0
90,0,0,1,2,0,4,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,1,1,3,0,6,1,2,0,2,2,2,2,0,1,1,2,0,0,2,1,2,2,1,2,2,2,0,1,1,2,0,2,0,1,0,2,0,0,1,2,1,0,2,2,1,0,2,0,0,2,2,0,2,1,1,1,1,0,2,2,0,1,2,2,0,2,2,0
91,0,1,2,1,3,3,2,3,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,2,1,4,1,2,2,2,1,0,0,1,2,2,2,0,2,0,0,1,1,0,1,0,0,0,2,2,0,2,2,1,0,0,2,1,1,0,2,2,2,0,1,2,2,0,2,1,2,1,0,2,0,0,2,1,1,2,1,2,1,1,2,1,2,2,1,1,0,0
92,0,0,1,2,4,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,6,1,2,2,0,2,0,0,0,0,2,0,2,1,0,0,1,1,0,0,1,1,2,2,0,1,2,1,1,1,2,0,0,2,2,1,0,1,1,0,1,1,0,2,1,1,2,1,2,0,1,2,0,0,2,0,1,1,2,0,0,2,1,0
93,0,0,1,2,4,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,5,1,2,1,1,0,1,1,0,1,2,2,2,1,1,1,1,1,1,1,1,0,0,2,0,0,1,0,0,2,1,1,1,2,0,1,0,2,2,1,1,2,1,2,2,0,1,2,1,1,2,1,2,2,0,0,2,0,0,0,1,2,2,1
94,0,0,1,2,4,1,6,1,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,5,1,-1,1,1,1,1,1,1,1,1,0,1,2,1,0,2,0,2,1,2,1,0,2,2,2,2,1,1,1,2,1,2,0,1,0,1,1,1,0,0,2,0,2,1,1,0,0,0,1,2,1,0,1,2,2,1,1,0,1,2,1,2,0
95,0,1,0,1,3,0,2,3,18,1,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,1,2,1,4,1,2,2,2,1,1,1,1,2,2,2,2,2,1,0,2,0,2,1,0,1,2,0,2,2,1,0,2,1,2,1,2,0,0,1,2,1,1,2,2,2,0,0,2,2,1,1,0,2,2,2,1,0,1,2,2,2,2,0,0,1,1,0,2,2,0
96,0,0,1,2,4,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,5,1,2,2,0,1,2,2,0,2,1,0,0,2,1,1,1,2,0,1,2,0,0,2,2,0,2,1,0,2,1,0,0,2,1,1,1,2,2,1,1,2,2,1,2,0,1,2,1,1,0,2,0,0,0,0,1,1,2,1,2,2,0,2
97,0,0,1,2,0,4,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,1,1,3,0,1,1,-1,0,1,0,1,2,1,0,1,2,0,1,0,1,1,2,2,1,2,1,0,2,2,1,0,1,2,1,1,0,1,2,1,1,0,1,0,0,2,1,1,1,0,0,2,0,1,0,0,0,0,2,1,1,1,1,1,0,2,0,1,1
98,0,0,1,2,0,4,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,1,1,3,0,1,1,2,1,2,0,1,0,1,1,0,1,1,1,2,1,1,2,0,0,2,2,0,2,0,0,2,2,2,0,2,2,1,1,1,1,2,0,2,1,2,1,1,0,1,2,0,1,2,2,2,0,0,0,2,0,1,0,2,1,1,2,2,0
99,0,1,0,0,1,2,3,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,4,7,0,-1,2,1,0,1,0,0,2,0,2,1,2,1,0,0,0,1,2,0,1,2,2,0,1,0,2,2,1,1,0,1,2,1,2,2,1,1,0,1,0,1,1,1,2,1,1,0,2,2,2,2,2,0,2,1,0,1,1,2,1,2,0
100,0,0,1,2,4,1,6,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,5,1,-1,0,1,2,1,0,1,2,1,0,0,0,0,1,1,2,0,2,1,2,1,1,2,1,2,1,1,1,0,2,2,0,2,1,1,2,0,2,1,0,2,2,1,0,1,2,2,2,1,2,1,1,2,1,0,2,1,1,0,0,0,1
101,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,4,7,0,0,0,0,2,2,0,0,1,1,0,0,2,0,2,0,0,0,2,1,2,0,1,2,1,2,1,1,2,2,2,2,2,0,1,2,0,1,0,2,0,0,2,0,2,0,0,0,1,0,1,0,1,2,1,1,2,0,2,0,0,1,2
102,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,3,0,0,0,0,2,1,1,2,0,2,1,2,1,2,2,1,1,1,2,1,0,1,0,1,0,2,1,2,2,0,2,2,1,1,1,2,1,2,2,2,2,0,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
103,0,1,0,0,1,2,3,0,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,3,0,0,-1,0,0,1,1,0,0,1,2,2,0,1,2,1,1,1,0,1,0,0,1,2,2,1,1,0,0,0,1,2,0,0,2,1,1,2,1,1,0,1,2,1,2,0,2,1,0,1,1,2,2,2,2,1,2,2,1,1,0,2,2,2
104,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,3,0,0,0,0,2,1,0,1,0,0,2,0,0,1,2,2,1,2,2,0,0,0,2,0,2,1,1,1,2,0,1,2,1,2,2,1,1,0,2,1,2,0,1,0,0,1,0,0,2,2,0,1,0,2,1,1,0,1,0,1,2,1,1,2
105,0,0,1,2,4,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,5,1,2,2,2,0,2,2,2,0,2,0,1,2,2,1,0,2,0,0,1,1,0,1,0,2,1,0,1,0,2,2,0,2,0,0,0,1,2,1,2,1,1,0,2,0,1,0,1,2,0,1,1,0,1,0,1,1,0,0,1,0,0,0
106,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,4,7,0,0,0,1,1,2,2,0,1,2,2,1,1,1,2,2,1,1,0,0,0,1,1,2,2,0,2,0,0,2,1,1,2,1,1,1,1,0,0,2,0,0,2,1,1,1,0,2,1,1,1,2,2,1,2,2,1,2,1,1,0,2,1
107,0,1,2,1,3,3,5,4,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,0,2,1,4,1,2,2,2,1,0,1,1,2,0,0,0,0,1,1,1,2,2,2,1,1,0,1,2,1,2,2,1,1,1,0,1,1,2,1,1,1,0,0,1,2,1,2,0,1,0,1,1,0,1,1,0,1,2,2,1,2,0,0,1,0,0,1,0,1,2
108,0,1,2,3,2,0,0,6,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,2,3,2,2,1,3,2,1,0,1,2,2,2,2,0,2,1,1,2,1,2,1,0,0,0,0,1,2,1,2,2,2,1,0,0,0,0,0,2,0,1,2,2,2,2,2,0,1,0,0,2,2,1,2,0,2,0,1,1,0,0,2,0,1,0,2,2,1,1
109,0,0,1,1,3,3,5,4,-1,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,0,0,1,4,1,2,2,1,1,2,0,1,1,0,1,0,0,0,2,0,0,0,1,1,0,1,1,1,0,2,1,1,2,1,1,2,0,2,0,0,2,1,2,1,2,2,0,0,1,2,1,2,2,1,2,0,0,2,0,0,1,0,2,2,1,0,2,0,0,1
110,0,1,2,3,2,0,0,6,9,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,2,3,2,2,1,3,2,1,2,1,0,0,0,1,0,2,1,2,2,2,2,2,1,1,2,0,2,0,0,1,0,1,1,1,2,1,2,1,1,1,1,1,1,0,1,0,0,1,0,2,0,2,1,1,0,1,1,0,1,2,2,2,2,1,1,1,2,2,2
111,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,6,4,0,-1,0,0,2,1,2,0,1,0,2,1,0,1,1,0,1,1,1,1,1,1,2,2,0,2,0,1,0,0,1,0,0,2,2,0,0,1,2,0,1,1,2,2,2,0,1,0,1,2,2,2,2,2,2,1,1,1,1,1,2,2,0
112,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,3,0,0,0,0,0,1,1,0,1,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,2,1,0,1,1,0,0,2,0,0,2,0,0,1,0,2,1,2,1,2,1,0,1,2,0,2,2,1,1
113,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,4,4,6,4,0,0,1,0,2,1,1,1,2,0,2,2,2,0,0,0,0,0,2,2,1,1,1,1,1,1,2,0,1,2,0,1,1,1,1,0,0,1,2,2,0,0,1,1,2,2,0,0,1,2,1,1,1,1,1,2,0,0,1,1,0,0,1
114,0,1,2,1,3,0,0,6,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,2,3,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,0,1,2,2,1,1,0,0,1,1,2,2,1,1,1,2,1,2,2,0,2,1,1,1,2,0,0,1,1,0,2,1,0,2,1,2,2,2,1,2,0,0,2,2,2,0,0,1,2,2,1,0
115,0,0,1,2,0,4,1,7,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,1,1,3,0,1,1,-1,1,1,2,0,0,2,1,0,2,1,1,2,2,0,1,2,1,2,0,2,2,2,1,0,2,0,0,1,1,0,2,2,2,0,0,2,1,1,2,2,1,1,2,1,0,0,0,1,1,2,0,1,2,0,0,2,2,1,0,0,2
116,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,2,0,0,4,7,0,-1,2,2,0,1,0,1,2,2,1,1,1,1,2,2,2,0,2,2,1,2,1,2,0,0,1,1,1,1,1,1,2,0,1,1,2,0,1,2,0,1,2,0,0,2,0,1,1,2,0,2,2,2,2,2,0,2,1,1,2,1,1
117,0,0,1,2,4,1,6,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,2,0,3,3,1,0,0,0,0,3,5,5,6,1,-1,0,2,1,2,2,1,0,1,1,2,0,0,1,0,0,1,1,0,2,0,0,1,1,2,1,0,2,2,2,2,1,1,1,2,0,2,0,0,1,2,1,1,2,0,1,0,0,2,2,2,1,0,2,1,2,1,2,2,2,2,2
118,0,0,1,2,4,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,6,1,2,2,2,1,1,0,0,1,0,1,1,0,1,1,0,2,1,1,1,0,1,0,2,1,0,2,1,1,0,2,1,1,0,2,0,1,1,2,0,0,0,0,2,2,1,1,1,1,2,2,1,0,2,1,2,1,0,2,1,1,1,0
119,0,0,1,2,4,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,6,1,2,2,2,2,2,1,0,1,1,0,2,2,2,0,0,2,0,1,1,2,0,2,1,2,1,1,1,2,1,2,1,2,1,2,1,0,0,2,0,2,2,1,1,1,0,2,2,0,0,2,0,0,1,2,2,1,1,1,1,1,2,1
120,0,0,1,2,4,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,0,3,5,5,5,1,2,1,0,0,2,0,0,1,2,1,0,2,0,2,2,1,2,0,2,1,0,1,2,1,0,0,1,2,1,0,2,0,2,1,2,0,0,1,0,0,0,1,2,2,2,1,2,1,0,2,2,1,2,0,0,0,2,2,0,1,0,2
121,0,1,2,3,2,5,4,2,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,1,2,3,2,2,1,3,2,-1,0,2,1,0,1,0,1,0,2,0,2,2,2,0,2,1,2,0,1,2,0,1,2,1,0,2,1,0,0,1,0,1,2,0,2,0,0,2,1,0,2,0,1,0,2,2,2,2,2,1,0,2,1,0,1,0,2,2,2,0,2
122,0,1,2,3,2,0,0,6,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,2,3,2,2,1,3,2,1,2,1,0,2,0,2,2,1,0,0,2,1,1,2,2,2,2,2,0,0,0,0,2,2,2,2,2,1,1,1,0,2,2,0,0,2,0,2,1,0,2,0,0,0,0,0,0,1,1,2,1,1,1,2,2,0,1,0,2,1,1
