,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27
397,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,6,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0
398,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,-1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1
399,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,11,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1
400,0,1,1,3,2,1,3,6,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,3,4,0,5,0,2,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1
401,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,-1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1
402,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0
403,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,6,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
404,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1
405,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,12,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0
406,0,0,1,3,2,1,2,6,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,0,3,5,5,4,0,23,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1
407,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,1,3,2,6,0,18,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1
408,0,1,1,3,2,1,3,6,17,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,3,4,0,5,0,-1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1
409,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1
410,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,-1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
411,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,12,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1
412,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
413,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,6,0,-1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1
414,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,2,6,0,-1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0
415,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,-1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1
416,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0
417,0,1,2,2,3,2,5,2,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,4,0,0,0,0,0,1,0,2,1,0,1,-1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0
418,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
419,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,2,0,9,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
420,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,10,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1
421,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,6,0,3,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1
422,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,8,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1
423,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,2,6,0,5,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
424,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1
425,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,15,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
426,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0
427,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1
428,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,8,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
429,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
430,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,6,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0
431,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0
432,0,1,1,3,4,5,4,4,-1,3,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,0,0,1,3,4,0,5,4,29,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
433,0,1,1,1,1,3,3,1,15,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0
434,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,1,0,3,5,5,4,0,19,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
435,0,0,0,0,0,0,0,3,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,0,0,1,0,2,2,6,0,-1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0
436,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,1,1,3,1,3,2,6,0,18,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1
437,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,6,0,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0
438,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,2,6,0,-1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0
439,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,4,0,-1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0
440,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,12,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1
441,0,1,1,1,2,1,3,6,-1,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,0,0,1,0,2,2,6,0,-1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1
442,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,6,0,4,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
443,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,-1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1
444,0,1,1,3,2,1,3,6,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,3,4,0,5,0,2,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1
445,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,0,3,1,0,-1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
446,0,1,1,1,1,3,3,1,26,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
447,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,6,0,3,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1
448,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,6,0,3,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1
449,0,1,1,3,1,3,3,1,-1,0,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,0,0,1,3,4,0,5,2,28,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0
450,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,2,0,1,1,3,4,0,3,1,0,7,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
451,0,1,1,3,4,5,4,4,-1,-1,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,0,0,1,3,4,0,5,4,29,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
452,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,1,1,3,4,0,3,1,0,7,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
453,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,4,0,-1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0
454,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,1,1,3,4,0,2,2,0,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1
455,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,2,6,0,-1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
456,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,10,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1
457,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1
458,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1
459,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,15,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
460,0,1,2,1,1,3,1,3,-1,-1,4,2,0,0,1,1,1,0,1,1,1,3,0,1,3,0,0,0,1,0,2,1,0,1,-1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1
461,0,1,2,2,3,2,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,0,1,1,0,0,0,1,0,2,1,0,5,-1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0
462,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,1,0,3,5,5,4,0,19,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0
463,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,-1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0
464,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,0,1,3,1,3,2,6,0,-1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0
465,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,3,0,2,2,6,0,22,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
466,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,0,1,3,1,3,2,6,0,-1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1
467,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
468,0,1,1,1,1,3,3,1,26,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,2,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
469,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,11,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0
470,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
471,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,-1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1
472,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,2,6,0,-1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
473,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,3,3,1,0,7,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0
474,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,2,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1
475,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
476,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,3,1,2,2,6,0,-1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1
477,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,6,0,-1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0
478,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,8,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
479,0,0,1,3,2,1,2,6,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,0,3,5,5,4,0,23,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1
480,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,0,3,1,0,7,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1
481,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,0,1,3,0,2,2,6,0,22,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
482,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0
483,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,6,0,4,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1
484,0,0,1,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,0,3,5,5,4,0,-1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
485,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,0,3,1,0,7,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1
486,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,6,0,3,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1
487,0,1,1,1,1,3,3,1,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,2,1,0,2,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0
488,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,11,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0
489,0,0,1,3,2,1,2,6,-1,-1,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,0,3,5,5,5,0,-1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
490,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,-1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
491,0,1,1,3,4,5,4,6,-1,-1,5,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,3,4,0,5,0,-1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0
492,0,1,1,1,1,3,3,1,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,2,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1
493,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1
494,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
495,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,1,0,3,5,5,4,0,19,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0
496,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,-1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0
497,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,1,1,3,4,0,2,2,0,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1
498,0,1,1,1,1,3,3,1,9,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
