,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33
364,0,0,2,3,1,2,3,6,16,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,1,0,1,1,3,4,1,1,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
365,0,1,1,1,3,4,2,4,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,1,2,2,3,0,3,5,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
366,0,0,0,0,2,1,5,7,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,1,2,4,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1
367,0,1,2,3,4,5,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1
368,0,1,2,3,4,5,0,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,4,1,1,4,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1
369,0,1,1,1,3,0,6,3,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,2,3,4,1,5,3,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
370,0,0,0,2,0,3,1,1,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,2,2,3,0,3,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0
371,0,0,0,2,2,1,5,7,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,1,2,4,4,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
372,0,1,1,1,3,0,4,3,-1,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,0,0,1,3,2,2,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
373,0,0,0,2,0,3,1,4,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,2,2,3,0,3,5,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0
374,0,1,1,1,3,0,6,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,2,2,3,1,5,3,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
375,0,0,2,0,1,2,3,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,0,0,1,3,2,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1
376,0,1,1,3,4,0,4,0,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,0,0,1,3,2,2,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1
377,0,0,2,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,1,2,4,1,7,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1
378,0,0,2,0,1,2,3,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,0,0,1,2,6,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
379,0,0,0,2,2,1,5,7,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,0,0,0,2,6,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
380,0,1,1,1,0,4,4,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,0,0,0,5,0,6,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0
381,0,1,1,1,3,0,6,3,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,2,3,4,1,5,3,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1
382,0,0,2,3,1,2,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0
383,0,0,0,2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,0,0,0,0,5,0,6,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
384,0,0,2,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,1,2,4,1,7,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0
385,0,1,1,1,3,4,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
386,0,0,2,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,1,2,4,1,7,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1
387,0,1,1,1,3,0,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,0,0,0,5,0,6,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0
388,0,1,1,3,4,0,6,0,9,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,2,3,4,1,5,3,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
389,0,0,0,0,2,1,5,7,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,1,1,2,4,4,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0
390,0,0,0,2,2,1,5,7,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,0,0,0,2,6,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
391,0,0,0,2,2,1,5,7,13,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,1,2,4,4,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1
392,0,0,2,0,1,2,3,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,2,6,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1
393,0,1,2,3,4,5,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0
394,0,1,1,1,3,0,6,3,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,2,2,3,0,5,3,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0
395,0,0,0,2,2,3,1,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,0,0,0,2,6,6,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
396,0,1,1,1,0,4,2,4,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,2,2,3,0,3,5,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0
397,0,1,2,3,4,5,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,4,1,1,4,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0
398,0,1,2,3,4,5,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,4,1,1,4,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
399,0,0,2,0,1,2,3,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,2,6,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0
400,0,1,1,1,3,0,6,3,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,2,3,4,1,5,3,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
401,0,0,2,0,1,2,3,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,0,0,1,2,6,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0
402,0,1,2,3,4,5,0,6,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,4,1,1,4,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
403,0,1,1,1,3,4,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0
404,0,1,1,2,0,4,4,4,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,0,0,0,5,0,6,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1
405,0,0,0,2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,0,0,0,5,0,6,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1
406,0,0,0,0,2,1,5,7,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,2,6,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
407,0,1,1,1,3,0,6,3,11,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,2,2,3,0,5,3,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0
408,0,0,2,0,1,2,3,2,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,1,1,2,4,4,7,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0
409,0,0,2,3,1,2,3,6,16,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,4,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1
410,0,1,1,1,0,4,4,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,0,0,0,0,5,0,6,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0
411,0,1,1,1,3,0,4,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,0,0,1,3,2,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1
412,0,1,1,1,3,0,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
413,0,1,1,1,3,0,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0
414,0,1,2,3,4,5,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1
415,0,0,2,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,1,2,4,1,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
416,0,0,2,0,1,1,5,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,1,1,2,4,4,7,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0
417,0,0,0,2,0,3,1,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,0,0,0,5,0,6,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
418,0,0,2,3,1,2,3,6,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,4,1,1,4,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1
419,0,0,2,0,1,2,3,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,0,0,1,3,2,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
420,0,0,0,2,2,3,1,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,0,0,0,2,6,6,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
421,0,0,0,0,2,1,5,7,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,1,2,4,4,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1
422,0,0,0,0,2,1,5,7,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,2,6,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
423,0,0,0,2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,0,0,0,5,0,6,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1
424,0,0,2,3,1,2,3,5,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
425,0,1,1,1,3,0,4,3,-1,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,0,0,0,5,0,6,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0
426,0,0,0,2,2,1,5,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,1,2,4,4,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1
427,0,0,2,0,1,2,3,2,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,1,2,4,1,7,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1
428,0,1,2,3,4,5,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
429,0,1,1,1,3,4,4,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
430,0,0,0,2,0,3,1,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,0,0,0,5,0,6,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
431,0,1,1,1,3,0,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,0,0,0,5,0,6,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
432,0,0,0,2,2,3,1,1,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,1,2,4,4,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1
433,0,1,2,3,4,5,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1
434,0,0,0,0,2,1,5,7,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,1,2,4,4,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1
435,0,1,1,3,4,0,4,0,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,0,0,1,3,2,2,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0
436,0,1,1,1,3,0,4,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,0,0,1,3,2,2,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1
437,0,1,2,3,4,5,0,6,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,4,1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1
438,0,0,0,2,2,3,1,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,0,0,0,2,6,6,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
439,0,0,0,2,2,3,1,1,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,2,1,2,0,3,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1
440,0,1,1,1,3,0,6,3,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,2,3,4,1,5,3,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0
441,0,0,2,3,1,2,3,5,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1
442,0,1,1,3,4,5,0,0,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,2,3,4,1,5,4,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1
443,0,1,2,3,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,4,1,1,4,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
444,0,1,1,2,0,4,2,4,53,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,2,2,3,0,3,5,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
445,0,1,1,1,3,0,6,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,2,2,3,0,5,3,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0
446,0,0,0,2,2,3,1,1,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,1,2,4,4,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1
447,0,0,0,2,2,3,1,1,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,1,2,4,4,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1
448,0,1,2,3,4,5,0,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,4,1,1,4,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0
449,0,1,1,1,3,0,6,3,52,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,2,3,4,1,5,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0
450,0,1,1,1,0,4,4,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1
451,0,1,1,1,3,0,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
452,0,0,0,2,2,3,1,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,0,0,0,2,6,6,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0
453,0,1,1,3,4,0,4,0,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,0,0,1,3,2,2,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
454,0,1,2,3,4,5,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1
455,0,1,1,1,3,0,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
456,0,1,2,3,4,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,4,1,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1
