,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44
152,0,1,2,2,2,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,2,1,3,0,4,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1
153,0,0,1,3,4,5,5,1,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,0,1,0,1,4,2,2,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
154,0,1,2,2,2,4,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,2,1,3,0,4,3,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0
155,0,0,1,3,4,0,5,1,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,3,0,5,6,5,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1
156,0,1,1,1,0,3,6,6,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,2,3,4,2,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0
157,0,0,1,3,4,0,5,1,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,3,0,5,6,5,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1
158,0,1,2,2,2,4,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0
159,0,0,1,3,4,0,5,1,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,3,0,5,6,5,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0
160,0,0,1,3,0,0,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,1,3,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
161,0,0,0,0,1,5,1,7,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,1,0,2,0,5,6,5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0
162,0,1,1,1,0,3,6,6,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,2,3,4,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0
163,0,1,2,2,2,4,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0
164,0,0,0,0,4,5,1,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,0,5,6,5,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1
165,0,1,2,1,3,2,6,6,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,2,3,4,2,1,7,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1
166,0,1,2,2,2,4,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
167,0,1,1,1,0,3,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,1,3,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1
168,0,0,1,3,4,0,5,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,0,1,0,1,4,2,2,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
169,0,0,0,0,1,5,1,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,1,4,2,2,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1
170,0,0,0,0,1,1,1,4,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,1,4,2,2,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1
171,0,1,2,2,2,4,0,0,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,1,3,0,3,3,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1
172,0,0,0,0,1,5,1,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,1,4,2,2,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1
173,0,1,2,1,3,2,2,2,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,0,1,0,2,1,5,6,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1
174,0,0,0,0,4,5,1,4,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,1,0,1,4,2,2,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
175,0,0,0,0,1,1,1,7,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,0,5,3,4,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1
176,0,1,1,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,1,0,1,3,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
177,0,1,1,3,0,3,4,3,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,2,3,4,2,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1
178,0,0,1,3,0,3,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,1,3,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0
179,0,0,0,0,1,1,1,4,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,1,4,2,2,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0
180,0,1,2,1,3,2,6,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,2,3,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
181,0,1,0,2,2,4,3,5,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,2,3,0,3,4,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0
182,0,1,2,1,3,2,2,2,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,1,4,2,4,7,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1
183,0,0,0,0,4,5,1,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,1,0,1,4,2,2,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
184,0,1,1,1,0,3,6,6,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,2,3,4,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
185,0,1,2,1,3,2,2,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,2,3,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1
186,0,1,0,2,1,1,3,4,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,1,0,2,1,5,6,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0
187,0,0,0,0,1,1,3,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,1,0,2,1,5,6,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
188,0,1,1,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,1,0,1,3,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
189,0,1,2,1,3,2,6,6,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,1,4,2,1,7,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1
190,0,1,1,1,0,3,4,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,1,3,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0
191,0,0,0,0,1,1,3,4,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,1,0,1,4,2,2,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0
192,0,1,2,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,1,4,2,4,7,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0
193,0,1,1,3,0,3,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,1,3,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1
194,0,0,0,0,1,1,1,4,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,1,4,2,2,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1
195,0,1,1,1,0,3,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,1,0,1,3,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
196,0,1,2,2,2,4,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
197,0,1,2,1,3,2,2,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,1,4,2,4,7,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1
198,0,0,1,3,4,0,5,1,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,3,0,5,6,5,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1
199,0,0,0,0,1,1,3,5,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,2,3,5,3,4,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
200,0,1,2,2,2,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,2,1,3,0,4,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
201,0,1,2,2,2,4,0,0,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,1,3,0,3,3,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0
202,0,1,2,2,2,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,2,1,3,0,4,3,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0
203,0,0,0,0,4,5,1,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,0,1,0,1,4,2,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
204,0,1,0,2,2,1,3,5,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,2,3,0,3,4,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1
205,0,0,1,3,4,0,5,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,0,1,0,1,4,2,2,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
206,0,0,0,0,4,5,1,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,0,5,6,5,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1
207,0,1,0,2,2,4,3,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
208,0,1,1,1,0,3,6,6,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,2,3,4,2,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
209,0,1,1,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,1,0,1,3,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
210,0,0,1,3,4,0,5,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,1,4,2,2,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1
211,0,1,2,2,2,4,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,2,1,3,0,4,3,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1
212,0,1,2,1,3,2,2,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,1,4,2,4,7,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0
213,0,0,0,0,1,1,3,4,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,1,0,2,1,5,6,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
214,0,0,1,3,4,0,5,1,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,3,0,5,6,5,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
215,0,1,2,2,2,4,0,0,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
216,0,0,1,3,4,0,5,1,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,3,0,5,6,5,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1
217,0,1,2,2,2,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,2,1,3,0,4,3,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1
218,0,0,1,3,4,0,5,1,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,3,0,5,6,5,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
219,0,0,1,3,4,0,5,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,1,4,2,2,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
220,0,0,1,3,0,0,4,3,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,2,3,4,2,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
221,0,1,2,1,3,2,2,2,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,1,3,0,4,7,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
222,0,0,1,3,4,5,5,1,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,0,2,0,5,6,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1
223,0,1,2,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,1,4,2,4,7,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
224,0,1,2,2,2,4,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
225,0,1,1,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,1,0,1,3,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
226,0,0,0,0,1,1,3,5,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,1,0,2,3,0,3,4,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0
227,0,0,1,3,4,5,5,1,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,0,2,0,5,6,5,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1
228,0,1,2,2,3,2,2,2,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,1,3,0,4,3,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
229,0,1,0,2,2,1,3,5,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,2,3,0,3,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0
230,0,1,0,2,2,4,3,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,2,1,5,6,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1
231,0,1,2,2,3,2,2,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,1,3,0,4,3,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
